area,ciudad,conglomerado,panelm,vivienda,hogar,p01,p02,p03,p04,p05a,p05b,sexo,p07,edad,p081,p085,p09,p10a,p10b,p11,p12a,p12b,p15,p15aa,p15ab,cod_inf,p20,p21,p22,p23,p232,p233,p24,p25,p26,p27,p28,p29,p29a,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p421,p422,p42a,p43,p44a,p44b,p44c,p44d,p44e,p44f,p44g,p44h,p44i,p44j,p44k,p45,p46,p47a,p47b,p48,p49,p50,p51a,p51b,p51c,p52,p53,p54,p54a,p55,p56a,p56b,p57,p58,p61b1,p63,p64a,p64b,p65,p66,p67,p68a,p68b,p69,p70a,p70b,p71a,p71b,p72a,p72b,p73a,p73b,p74a,p74b,p75,p76,p77,p78,sd01,sd021,sd022,sd023,sd024,sd025,sd026,sd027,sd028,sd029,sd0210,sd0211,sd03,sp01,ced01a,estrato,peso_expansion,nivel_instruccion,ingreso_laboral,ingpc,pobreza,epobreza,condact,empleo,desempleo,sector,grupo1,rama1,upm,id_vivienda,id_hogar,id_persona,periodo,rural,ocupado,desempleado,pea,agricola,subempleo_ingreso,informal
2.0,210252.0,000102,073,02,1,01,2.0,53.0,1.0,10.0,10.0,6.0,2.0,,,,3.0,4.0,6.0,1.0,,,6.0,2.0,210350.0,1.0,1.0,,,,,,27.0,1.0,,1.0,1.0,15.0,,4.0,4.0,,,,,,,,,9700.0,9111.0,10.0,,,,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,30.0,8.0,1.0,1.0,,,1.0,27.0,,,,,,,,,,,,5.0,,,,,200.0,0.0,1.0,40.0,,,,2.0,,2.0,,2.0,,2.0,,1.0,55.0,2.0,,,,,,,,,,,,,,,6.0,1,2123,218.70172432197091,3.0,240.0,75.0,1.0,0.0,2.0,1.0,,3.0,9.0,20.0,210252000102,21025200010207302,210252000102073021,21025200010207302101,202512.0,True,True,False,True,False,True,True
2.0,210252.0,000102,073,02,1,02,1.0,25.0,3.0,10.0,10.0,6.0,2.0,,,,3.0,7.0,3.0,,,,6.0,2.0,210350.0,1.0,2.0,12.0,2.0,,,,,,,,,,,,,2.0,12.0,,,,1.0,2.0,12.0,4100.0,9313.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,8.0,1,2123,218.70172432197091,4.0,,75.0,1.0,0.0,7.0,,1.0,,,,210252000102,21025200010207302,210252000102073021,21025200010207302102,202512.0,True,False,True,True,False,False,False
2.0,210252.0,000102,073,03,1,01,2.0,33.0,1.0,10.0,10.0,2.0,2.0,,,,5.0,6.0,6.0,,,,6.0,2.0,170151.0,1.0,1.0,,,,,,40.0,,1.0,4.0,,,5.0,,,,,,,,,,,1410.0,7533.0,2.0,,,,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,9.0,1.0,2.0,2.0,1.0,1.0,40.0,,,,,,,,,,,,5.0,,,,,400.0,0.0,1.0,100.0,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,0.0,1,2123,218.70172432197091,4.0,500.0,126.25,0.0,0.0,1.0,1.0,,1.0,7.0,3.0,210252000102,21025200010207303,210252000102073031,21025200010207303101,202512.0,True,True,False,True,False,False,False
2.0,210252.0,000102,073,04,1,01,1.0,42.0,1.0,1.0,10.0,5.0,2.0,,,,5.0,6.0,6.0,,,,6.0,1.0,,2.0,1.0,,,,,,40.0,,1.0,4.0,,,6.0,,,,,,,,,,,8422.0,9112.0,1.0,,,,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,6.0,1.0,2.0,,,,1.0,40.0,,,,,,,,,,,,1.0,,,,,550.0,75.0,2.0,,,,,2.0,,2.0,,1.0,100.0,2.0,,2.0,,2.0,,,,,,,,,,,,,,,7.0,1,2123,218.70172432197091,4.0,625.0,261.6666666666667,0.0,0.0,1.0,1.0,,1.0,9.0,15.0,210252000102,21025200010207304,210252000102073041,21025200010207304101,202512.0,True,True,False,True,False,False,False
2.0,210252.0,000102,073,05,1,01,1.0,64.0,1.0,10.0,10.0,3.0,2.0,,,,11.0,4.0,2.0,1.0,,,6.0,2.0,20251.0,1.0,1.0,,,,,,24.0,1.0,,4.0,,,5.0,,,,,,,,,,,127.0,6112.0,4.0,,,,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,14.0,11.0,1.0,2.0,3.0,2.0,1.0,24.0,,,,,,,,,,,,5.0,,,,,100.0,0.0,2.0,,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,5.0,1,2123,218.70172432197091,3.0,100.0,100.0,0.0,0.0,4.0,1.0,,2.0,6.0,1.0,210252000102,21025200010207305,210252000102073051,21025200010207305101,202512.0,True,True,False,True,True,True,True
2.0,210252.0,000102,073,06,1,01,1.0,49.0,1.0,10.0,10.0,5.0,2.0,,,,3.0,4.0,6.0,1.0,,,6.0,1.0,,1.0,1.0,,,,,,24.0,1.0,,1.0,1.0,16.0,,1.0,4.0,,,,,,,,,114.0,6114.0,4.0,,,,6.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,30.0,11.0,1.0,3.0,3.0,2.0,1.0,24.0,,,,,,,,,,,,5.0,,,,,200.0,0.0,1.0,30.0,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,6.0,1,2123,218.70172432197091,3.0,230.0,117.5,0.0,0.0,2.0,1.0,,2.0,6.0,1.0,210252000102,21025200010207306,210252000102073061,21025200010207306101,202512.0,True,True,False,True,True,True,True
2.0,210252.0,000102,073,06,1,02,2.0,57.0,2.0,10.0,10.0,5.0,2.0,,,,3.0,4.0,6.0,1.0,,,6.0,2.0,130351.0,1.0,1.0,,,,,,14.0,1.0,,4.0,,,5.0,,,,,,,,,,,146.0,6320.0,6.0,1.0,3.0,2.0,,,,,,,,,,,,,13.0,10.0,1.0,1.0,3.0,2.0,1.0,14.0,,,,,,,,,,,,5.0,0.0,1.0,30.0,25.0,,,,,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,8.0,1,2123,218.70172432197091,3.0,5.0,117.5,0.0,0.0,4.0,1.0,,2.0,6.0,1.0,210252000102,21025200010207306,210252000102073061,21025200010207306102,202512.0,True,True,False,True,True,True,True
2.0,210252.0,000102,073,07,1,01,2.0,37.0,1.0,10.0,10.0,6.0,1.0,6.0,1.0,3.0,,9.0,2.0,,2.0,,1.0,1.0,,1.0,1.0,,,,,,24.0,1.0,,4.0,,,2.0,,,,,,,,,,,5610.0,9412.0,2.0,,,,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,24.0,,,,,,,,,,,,5.0,,,,,180.0,0.0,1.0,30.0,,,,2.0,,2.0,,1.0,30.0,2.0,,1.0,55.0,2.0,,,,,,,,,,,,,,,7.0,1,2123,218.70172432197091,5.0,210.0,100.0,0.0,0.0,4.0,1.0,,1.0,9.0,9.0,210252000102,21025200010207307,210252000102073071,21025200010207307101,202512.0,True,True,False,True,False,True,False
2.0,210450.0,900101,070,01,1,01,2.0,41.0,1.0,1.0,10.0,3.0,2.0,,,,5.0,6.0,6.0,,,,6.0,1.0,,1.0,1.0,,,,,,40.0,,1.0,4.0,,,5.0,,,,,,,,,,,4923.0,1324.0,2.0,,,,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,10.0,2.0,1.0,1.0,40.0,,,,,,,,,,,,1.0,,,,,430.0,40.0,2.0,,,,,2.0,,1.0,300.0,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,8.0,1,2122,182.22628930713236,4.0,470.0,385.0,0.0,0.0,1.0,1.0,,1.0,1.0,8.0,210450900101,21045090010107001,210450900101070011,21045090010107001101,202512.0,True,True,False,True,False,False,False
2.0,210450.0,900101,070,02,1,01,1.0,69.0,1.0,1.0,10.0,5.0,2.0,,,,5.0,4.0,6.0,1.0,,,6.0,2.0,71150.0,5.0,1.0,,,,,,21.0,1.0,,4.0,,,5.0,,,,,,,,,,,150.0,6130.0,6.0,1.0,2.0,2.0,,,,,,,,,,,,,40.0,10.0,1.0,2.0,3.0,2.0,1.0,21.0,,,,,,,,,,,,5.0,80.0,1.0,75.0,20.0,,,,,,,,2.0,,1.0,300.0,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,5.0,1,2122,182.22628930713236,3.0,135.0,153.125,0.0,0.0,4.0,1.0,,2.0,6.0,1.0,210450900101,21045090010107002,210450900101070021,21045090010107002101,202512.0,True,True,False,True,True,True,True
2.0,210450.0,900101,070,02,1,02,2.0,55.0,2.0,10.0,10.0,5.0,2.0,,,,5.0,6.0,6.0,,,,6.0,2.0,150150.0,5.0,1.0,,,,,,15.0,1.0,,4.0,,,5.0,,,,,,,,,,,150.0,9213.0,7.0,,,,,,,,,,,,,,,,40.0,10.0,1.0,2.0,3.0,2.0,1.0,15.0,,,,,,,,,,,,5.0,,,,,,,,,,,,2.0,,2.0,,2.0,,2.0,,2.0,,1.0,240.0,,,,,,,,,,,,,,5.0,1,2122,182.22628930713236,4.0,,153.125,0.0,0.0,5.0,1.0,,2.0,9.0,1.0,210450900101,21045090010107002,210450900101070021,21045090010107002102,202512.0,True,True,False,True,True,True,True
2.0,210450.0,900101,070,02,1,04,1.0,34.0,3.0,10.0,10.0,6.0,2.0,,,,5.0,6.0,3.0,,,,6.0,1.0,,5.0,1.0,,,,,,40.0,,1.0,4.0,,,5.0,,,,,,,,,,,127.0,6112.0,4.0,,,,6.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,11.0,1.0,2.0,3.0,1.0,1.0,40.0,,,,,,,,,,,,5.0,,,,,300.0,0.0,1.0,60.0,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,5.0,1,2122,182.22628930713236,3.0,360.0,153.125,0.0,0.0,4.0,1.0,,1.0,6.0,1.0,210450900101,21045090010107002,210450900101070021,21045090010107002104,202512.0,True,True,False,True,True,True,False
2.0,210450.0,900101,070,02,1,05,2.0,25.0,3.0,10.0,10.0,6.0,1.0,6.0,1.0,1.0,,9.0,1.0,,2.0,,6.0,1.0,,5.0,1.0,,,,,,40.0,,1.0,4.0,,,2.0,,,,,,,,,,,5629.0,9412.0,2.0,,,,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,40.0,,,,,,,,,,,,5.0,,,,,300.0,0.0,1.0,60.0,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,5.0,1,2122,182.22628930713236,5.0,360.0,153.125,0.0,0.0,4.0,1.0,,1.0,9.0,9.0,210450900101,21045090010107002,210450900101070021,21045090010107002105,202512.0,True,True,False,True,False,True,False
2.0,210450.0,900101,070,03,1,01,1.0,62.0,1.0,10.0,10.0,1.0,2.0,,,,5.0,4.0,6.0,1.0,,,6.0,2.0,130350.0,1.0,1.0,,,,,,20.0,1.0,,4.0,,,5.0,,,,,,,,,,,4781.0,5211.0,6.0,2.0,,2.0,,,,,,,,,,,,,6.0,4.0,1.0,1.0,3.0,2.0,1.0,20.0,,,,,,,,,,,,5.0,300.0,1.0,30.0,140.0,,,,,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,5.0,1,2122,182.22628930713236,3.0,190.0,180.75,0.0,0.0,4.0,1.0,,2.0,5.0,7.0,210450900101,21045090010107003,210450900101070031,21045090010107003101,202512.0,True,True,False,True,False,True,True
2.0,210450.0,900101,070,03,1,03,1.0,20.0,3.0,1.0,10.0,6.0,2.0,,,,5.0,7.0,3.0,,,,6.0,1.0,,1.0,1.0,,,,,,40.0,,1.0,4.0,,,5.0,,,,,,,,,,,910.0,8341.0,2.0,,,,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,20.0,1.0,1.0,1.0,40.0,,,,,,,,,,,,1.0,,,,,430.0,40.0,1.0,60.0,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,5.0,1,2122,182.22628930713236,4.0,530.0,180.75,0.0,0.0,1.0,1.0,,1.0,8.0,2.0,210450900101,21045090010107003,210450900101070031,21045090010107003103,202512.0,True,True,False,True,False,False,False
2.0,210450.0,900101,070,06,1,01,2.0,54.0,1.0,10.0,10.0,6.0,2.0,,,,5.0,1.0,,2.0,,,6.0,2.0,130350.0,1.0,1.0,,,,,,15.0,1.0,,2.0,1.0,25.0,,1.0,4.0,,,,,,,,,9700.0,9111.0,10.0,,,,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,35.0,8.0,1.0,1.0,,,1.0,15.0,,,,,,,,,,,,5.0,,,,,50.0,0.0,2.0,,,,,2.0,,2.0,,1.0,50.0,2.0,,2.0,,2.0,,,,,,,,,,,,,,,0.0,1,2122,182.22628930713236,1.0,50.0,52.0,1.0,1.0,2.0,1.0,,3.0,9.0,20.0,210450900101,21045090010107006,210450900101070061,21045090010107006101,202512.0,True,True,False,True,False,True,True
2.0,210450.0,900101,070,07,1,01,1.0,19.0,1.0,10.0,10.0,6.0,2.0,,,,3.0,7.0,3.0,,,,6.0,1.0,,1.0,2.0,12.0,2.0,,,,,,,,,,,,,8.0,52.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,2.0,,2.0,,1.0,150.0,2.0,,2.0,,2.0,,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,5.0,1,2122,182.22628930713236,4.0,,75.0,1.0,0.0,7.0,,1.0,,,,210450900101,21045090010107007,210450900101070071,21045090010107007101,202512.0,True,False,True,True,False,False,False
2.0,210450.0,900101,070,08,1,01,2.0,28.0,1.0,4.0,10.0,1.0,2.0,,,,5.0,8.0,3.0,,1.0,20710202.0,6.0,1.0,,2.0,1.0,,,,,,30.0,6.0,,4.0,,,5.0,,,,,,,,,,,8423.0,5412.0,1.0,,,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,,,,1.0,40.0,,,,,,,,,,,,4.0,,,,,800.0,200.0,2.0,,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,8.0,1,2122,182.22628930713236,5.0,1000.0,333.3333333333333,0.0,0.0,1.0,1.0,,1.0,5.0,15.0,210450900101,21045090010107008,210450900101070081,21045090010107008101,202512.0,True,True,False,True,False,False,False
2.0,210450.0,900101,070,10,1,01,1.0,26.0,1.0,10.0,10.0,5.0,2.0,,,,5.0,7.0,3.0,,,,6.0,1.0,,2.0,1.0,,,,,,40.0,,1.0,4.0,,,5.0,,,,,,,,,,,127.0,6112.0,4.0,,,,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,11.0,1.0,9.0,2.0,2.0,1.0,40.0,,,,,,,,,,,,5.0,,,,,470.0,0.0,2.0,,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,8.0,1,2122,182.22628930713236,4.0,470.0,118.0,0.0,0.0,1.0,1.0,,2.0,6.0,1.0,210450900101,21045090010107010,210450900101070101,21045090010107010101,202512.0,True,True,False,True,True,False,True
2.0,210451.0,900204,058,01,1,01,1.0,55.0,1.0,1.0,10.0,1.0,2.0,,,,5.0,4.0,6.0,1.0,,,6.0,2.0,20250.0,1.0,1.0,,,,,,40.0,,1.0,4.0,,,6.0,,,,,,,,,,,5629.0,5131.0,2.0,,,,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,13.0,1.0,1.0,50.0,1.0,1.0,1.0,40.0,,,,,,,,,,,,1.0,,,,,490.0,45.0,1.0,100.0,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,8.0,1,2122,84.27836213989721,3.0,635.0,345.0,0.0,0.0,1.0,1.0,,1.0,5.0,9.0,210451900204,21045190020405801,210451900204058011,21045190020405801101,202512.0,True,True,False,True,False,False,False
2.0,210451.0,900204,058,02,1,01,2.0,55.0,1.0,10.0,10.0,4.0,2.0,,,,3.0,4.0,6.0,1.0,,,6.0,3.0,170.0,1.0,1.0,,,,,,30.0,1.0,,4.0,,,5.0,,,,,,,,,,,127.0,6114.0,6.0,1.0,2.0,2.0,,,,,,,,,,,,,30.0,10.0,1.0,2.0,3.0,2.0,1.0,30.0,,,,,,,,,,,,5.0,600.0,1.0,40.0,200.0,,,,,,,,2.0,,2.0,,2.0,,2.0,,1.0,55.0,2.0,,,,,,,,,,,,,,,8.0,1,2122,84.27836213989721,3.0,440.0,166.66666666666666,0.0,0.0,4.0,1.0,,2.0,6.0,1.0,210451900204,21045190020405802,210451900204058021,21045190020405802101,202512.0,True,True,False,True,True,True,True
2.0,210451.0,900204,058,02,1,02,1.0,27.0,3.0,10.0,10.0,6.0,2.0,,,,3.0,7.0,3.0,,,,6.0,1.0,,1.0,1.0,,,,,,30.0,1.0,,4.0,,,5.0,,,,,,,,,,,127.0,9211.0,7.0,,,,,,,,,,,,,,,,9.0,10.0,1.0,2.0,3.0,2.0,1.0,30.0,,,,,,,,,,,,5.0,,,,,,,,,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,7.0,1,2122,84.27836213989721,4.0,,166.66666666666666,0.0,0.0,5.0,1.0,,2.0,9.0,1.0,210451900204,21045190020405802,210451900204058021,21045190020405802102,202512.0,True,True,False,True,True,True,True
2.0,210451.0,900204,058,03,1,01,1.0,64.0,1.0,1.0,10.0,1.0,2.0,,,,11.0,4.0,6.0,1.0,,,6.0,2.0,110250.0,2.0,1.0,,,,,,40.0,,1.0,4.0,,,6.0,,,,,,,,,,,8411.0,9112.0,1.0,,,,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,,,,1.0,40.0,,,,,,,,,,,,1.0,,,,,425.0,45.0,1.0,5.0,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,6.0,1,2122,84.27836213989721,3.0,475.0,191.66666666666666,0.0,0.0,1.0,1.0,,1.0,9.0,15.0,210451900204,21045190020405803,210451900204058031,21045190020405803101,202512.0,True,True,False,True,False,False,False
2.0,210451.0,900204,058,04,1,01,1.0,45.0,1.0,10.0,10.0,1.0,2.0,,,,11.0,6.0,6.0,,,,6.0,2.0,130450.0,1.0,1.0,,,,,,40.0,,1.0,4.0,,,6.0,,,,,,,,,,,127.0,6112.0,6.0,1.0,1.0,2.0,,,,,,,,,,,,,20.0,10.0,1.0,1.0,3.0,2.0,1.0,40.0,,,,,,,,,,,,5.0,800.0,2.0,,200.0,,,,,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,9.0,1,2122,84.27836213989721,4.0,600.0,270.0,0.0,0.0,1.0,1.0,,2.0,6.0,1.0,210451900204,21045190020405804,210451900204058041,21045190020405804101,202512.0,True,True,False,True,True,False,True
2.0,210451.0,900204,058,04,1,03,1.0,20.0,3.0,10.0,10.0,6.0,2.0,,,,11.0,7.0,3.0,,,,6.0,1.0,,1.0,1.0,,,,,,40.0,,1.0,4.0,,,6.0,,,,,,,,,,,4520.0,7231.0,2.0,,,,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,40.0,,,,,,,,,,,,5.0,,,,,470.0,0.0,2.0,,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,7.0,1,2122,84.27836213989721,4.0,470.0,270.0,0.0,0.0,1.0,1.0,,1.0,7.0,7.0,210451900204,21045190020405804,210451900204058041,21045190020405804103,202512.0,True,True,False,True,False,False,False
2.0,210451.0,900204,058,05,1,01,1.0,81.0,1.0,10.0,10.0,1.0,2.0,,,,1.0,4.0,6.0,1.0,,,6.0,2.0,110952.0,1.0,1.0,,,,,,10.0,1.0,,4.0,,,3.0,,,,,,,,,,,150.0,6130.0,6.0,1.0,2.0,2.0,,,,,,,,,,,,,61.0,10.0,1.0,2.0,3.0,2.0,1.0,10.0,,,,,,,,,,,,5.0,50.0,1.0,40.0,0.0,,,,,,,,2.0,,2.0,,1.0,30.0,2.0,,2.0,,2.0,,,,,,,,,,,,,,,7.0,1,2122,84.27836213989721,3.0,90.0,60.0,1.0,0.0,4.0,1.0,,2.0,6.0,1.0,210451900204,21045190020405805,210451900204058051,21045190020405805101,202512.0,True,True,False,True,True,True,True
2.0,210451.0,900204,058,05,1,02,2.0,68.0,2.0,10.0,10.0,1.0,2.0,,,,1.0,1.0,,2.0,,,6.0,2.0,110850.0,2.0,2.0,8.0,,,,,10.0,1.0,,4.0,,,3.0,,,,,,,,,,,150.0,9213.0,7.0,,,,,,,,,,,,,,,,50.0,10.0,1.0,2.0,3.0,2.0,1.0,10.0,,,,,,,,,,,,5.0,,,,,,,,,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,6.0,1,2122,84.27836213989721,1.0,,60.0,1.0,0.0,5.0,1.0,,2.0,9.0,1.0,210451900204,21045190020405805,210451900204058051,21045190020405805102,202512.0,True,True,False,True,True,True,True
2.0,210451.0,900204,058,06,1,01,1.0,70.0,1.0,10.0,10.0,1.0,2.0,,,,3.0,4.0,3.0,1.0,,,6.0,2.0,20150.0,2.0,1.0,,,,,,40.0,,1.0,4.0,,,6.0,,,,,,,,,,,127.0,6112.0,6.0,1.0,1.0,2.0,,,,,,,,,,,,,20.0,10.0,1.0,1.0,3.0,2.0,1.0,40.0,,,,,,,,,,,,5.0,300.0,2.0,,50.0,,,,,,,,2.0,,2.0,,2.0,,2.0,,1.0,100.0,2.0,,,,,,,,,,,,,,,4.0,1,2122,84.27836213989721,3.0,250.0,175.0,0.0,0.0,4.0,1.0,,2.0,6.0,1.0,210451900204,21045190020405806,210451900204058061,21045190020405806101,202512.0,True,True,False,True,True,True,True
2.0,210451.0,900204,058,07,1,01,2.0,75.0,1.0,3.0,10.0,4.0,2.0,,,,1.0,4.0,2.0,1.0,,,6.0,2.0,111050.0,1.0,1.0,,,,,,21.0,1.0,,4.0,,,5.0,,,,,,,,,,,127.0,6112.0,6.0,1.0,1.0,2.0,,,,,,,,,,,,,30.0,10.0,1.0,1.0,3.0,2.0,1.0,21.0,,,,,,,,,,,,5.0,100.0,2.0,,20.0,,,,,,,,2.0,,1.0,120.0,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,5.0,1,2122,84.27836213989721,3.0,80.0,200.0,0.0,0.0,4.0,1.0,,2.0,6.0,1.0,210451900204,21045190020405807,210451900204058071,21045190020405807101,202512.0,True,True,False,True,True,True,True
2.0,210453.0,900201,070,01,1,01,1.0,32.0,1.0,1.0,10.0,5.0,2.0,,,,10.0,6.0,6.0,,,,6.0,2.0,120750.0,2.0,1.0,,,,,,40.0,,1.0,4.0,,,6.0,,,,,,,,,,,1040.0,6112.0,2.0,,,,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,11.0,2.0,,,,1.0,40.0,,,,,,,,,,,,1.0,,,,,425.0,45.0,1.0,80.0,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,4.0,1,2121,847.499759177655,4.0,550.0,108.33333333333333,0.0,0.0,1.0,1.0,,1.0,6.0,3.0,210453900201,21045390020107001,210453900201070011,21045390020107001101,202512.0,True,True,False,True,False,False,False
2.0,210453.0,900201,070,02,1,01,1.0,68.0,1.0,3.0,10.0,1.0,2.0,,,,1.0,4.0,6.0,1.0,,,6.0,2.0,120350.0,2.0,1.0,,,,,,28.0,1.0,,4.0,,,5.0,,,,,,,,,,,127.0,6112.0,6.0,1.0,2.0,2.0,,,,,,,,,,,,,40.0,10.0,1.0,1.0,3.0,2.0,1.0,28.0,,,,,,,,,,,,5.0,250.0,1.0,20.0,110.0,,,,,,,,2.0,,1.0,120.0,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,5.0,1,2121,847.499759177655,3.0,160.0,100.0,0.0,0.0,4.0,1.0,,2.0,6.0,1.0,210453900201,21045390020107002,210453900201070021,21045390020107002101,202512.0,True,True,False,True,True,True,True
2.0,210453.0,900201,070,02,1,02,2.0,60.0,2.0,3.0,10.0,1.0,2.0,,,,3.0,6.0,6.0,,,,6.0,2.0,120153.0,2.0,1.0,,,,,,14.0,1.0,,4.0,,,5.0,,,,,,,,,,,146.0,6122.0,6.0,1.0,2.0,2.0,,,,,,,,,,,,,40.0,10.0,1.0,1.0,3.0,2.0,1.0,14.0,,,,,,,,,,,,5.0,0.0,1.0,20.0,0.0,,,,,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,8.0,1,2121,847.499759177655,4.0,20.0,100.0,0.0,0.0,4.0,1.0,,2.0,6.0,1.0,210453900201,21045390020107002,210453900201070021,21045390020107002102,202512.0,True,True,False,True,True,True,True
2.0,210453.0,900201,070,03,1,01,2.0,47.0,1.0,10.0,10.0,4.0,2.0,,,,3.0,9.0,1.0,,2.0,,1.0,1.0,,1.0,1.0,,,,,,20.0,1.0,,4.0,,,5.0,,,,,,,,,,,127.0,6114.0,6.0,1.0,2.0,2.0,,,,,,,,,,,,,20.0,10.0,1.0,1.0,3.0,2.0,1.0,20.0,,,,,,,,,,,,5.0,200.0,1.0,20.0,65.0,,,,,,,,2.0,,2.0,,1.0,100.0,2.0,,2.0,,2.0,,,,,,,,,,,,,,,8.0,1,2121,847.499759177655,5.0,155.0,255.0,0.0,0.0,4.0,1.0,,2.0,6.0,1.0,210453900201,21045390020107003,210453900201070031,21045390020107003101,202512.0,True,True,False,True,True,True,True
2.0,210453.0,900201,070,04,1,01,1.0,64.0,1.0,10.0,10.0,6.0,2.0,,,,3.0,4.0,2.0,2.0,,,6.0,2.0,130150.0,1.0,2.0,12.0,2.0,,,,,,,,,,,,,2.0,20.0,,,,1.0,5.0,20.0,1040.0,6112.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,2.0,,2.0,,1.0,100.0,2.0,,2.0,,2.0,,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1,2121,847.499759177655,3.0,,60.0,1.0,0.0,7.0,,1.0,,,,210453900201,21045390020107004,210453900201070041,21045390020107004101,202512.0,True,False,True,True,False,False,False
